Link,Username,Description,Likes,Comments,Location
https://www.instagram.com/p/Crets2VPE-l/,warthefuck,"4/25
The Russian army lost 690 soldiers today. VVS didn’t have losses. The ground troops lost 70 pieces of equipment and 24 UAVs. (Pic 1) 

On the front, there are no notable changes today. (Pic 2)

In Luhansk (Pic 3), Russians forces shelled 14 settlements.

In the northern Donbas (Pic 4), Russian troops tried to attack Hryhorivka, Khromove, Bakhmut and Klishchiivka but failed. In addition, Russians forces shelled 11 settlements.

In the city of Bakhmut (Pic 5), Russian forces kept pushing forward in western part of city.

In the southern Donbas (Pic 6), Russian troops tried to attack Sjeverne, Pervomais’ke and Mar’inka but failed. In addition, Russians forces shelled 19 settlements.

Source
@kyivindependent_official (Pic 1)
@war.mapper (Pic 2)
General Staff of the Armed Forces of Ukraine

#ukraine #russia #ukrainewar #war #kyiv #kharkiv #donbass#Bakhumut #zaporozhye #kherson #crimea #mykolaiv #zelenskiy #putin #slavaukraini",2,0,None
https://www.instagram.com/p/CrerD-NN_5U/,craigguyforhudson,"Today I had the privilege of meeting with Congressman Rob Menendez, representatives from the American Coalition for Ukraine and Ukrainian Jersey City. 

Hudson County has become home to many Ukrainian refugees who have fled due to the ongoing war. I have gotten to know many over them over the past year and I was glad to be able to attend today’s meeting to support my friends from Ukrainian Jersey City. 

I believe the United States must maintain its course on Ukraine because it is essential to national security interests and our democratic values. #SlavaUkraini 🇺🇦",23,2,Waszyngton
https://www.instagram.com/p/CrelszYvpKp/,christopherperdiz,"Dustbowl. Swirling winds kicking the dust up in every direction. Cough. 

#stridesrunclub #NuunAmbassador #teamnuun #teamnuun2023 #muuvment #fizzingawesome #nuunlife #nuunlove #outway #squirrelsnutbutter #runyyc #yycrun #canadianrunning #firetheUCP #resignseanchu #resigndanmclean #SlavaUkraini #NuunForNature",19,0,Calgary
https://www.instagram.com/p/CrejBqnNBEH/,christopherperdiz,"Dustbowl. Swirling winds kicking the dust up in every direction. Cough. 

#stridesrunclub #NuunAmbassador #teamnuun #teamnuun2023 #muuvment #fizzingawesome #nuunlife #nuunlove #outway #squirrelsnutbutter #runyyc #yycrun #canadianrunning #firetheUCP #resignseanchu #resigndanmclean #SlavaUkraini #NuunForNature",19,0,Calgary
https://www.instagram.com/p/CrejC2IoYpb/,aleksandraa_tretiakova,"Thank you my 30 for everything 🤗Hello my 31. I wish myself a lot of health, luck, and happiness to me and my family.
But of course, the most important wish is Victory for Ukraine 🇺🇦

Ciao i miei 31🤗Auguro tanta salute, fortuna e felicità a me e all’s mia famiglia.
Ma sicuramente un altro augurio importante è la Vittoria dell’Ucraina 
#slavaukraini 🇺🇦",3,0,None
https://www.instagram.com/p/CrehITFP2A4/,johnraymondberry,#keen #keenportland #cascadia #slavaukraini #urbanartnetwork #firstthursdayportland #soulartspaceorcas #johnraymondberry #orcasartists #orcasisland #cascadia #positivepropaganda,1,0,None
https://www.instagram.com/p/CregVctsXg8/,columbus_spots,"100 followers!!! cant believe it came this fast!!! 

#f22 #f22raptor #f22demoteam #f22raptordemoteam @f22demoteam #usaf #an124 #antonov124 #antonov124ruslan #an124ruslan #an124100 #an124condor #ukraine #ukrainewar #mykolaiv #bebravelikemykolaiv #planespotting #planespotter #planespotters #aviation #aviationphotography #aviation #aviationdaily #pittsburghairport #cargojet #ruslan #condor #antonovairlines #ukraineairforce #ukrainianairforce #slavaukraini #standwithukraine",6,0,None
https://www.instagram.com/p/Cree01Vv8hv/,outsidejay,"The 2023 Quincy PCT Trail Angels group met at Quintopia to plan out trail magic, logistics support and ways to relay a hiker's need(s) so that we can work as a team when necessary in order hippies with their journey from Mexico to Canada. We'll be posting The Hitch Hiker's Guide to the Quincy Galaxy again before the bubble arrives. Oh, and Matt at The Toy Store is gearing up the ice cream maker as we speak! :)

#ProTip: Join the group(s) several days to a week ahead of time period. This allows the admins time to accept your request to join before you can post your need. 

#Protip 2: Update your post instead of deleting it.  I.e: I see your post, think I can help, call work to rearrange my schedule, then end up searching 5 different group pages for a post that has already been deleted.  Safe travels and happy 👣 👣 👣! 

#junelakes
#junelake
#395
#11053 
#mammothbrand
#visitmammoth
#easternsierras
#outside #outdoors #adventure
#northerncalifornia
#visitcalifornia
#thruhike #pctclassof2021 #pctclassof2022
#pctclassof2023
#getajobhippy #camp.
#tramily #trailangel #trailangels
#pacificcresttrail
#pacificcresttrail2022
#pacificcresttrail2023
#northerncalifornia
#visitcalifornia
#stopsingleuseplastic
#stopfinning
#SlavaUkraini
If anyone wants to come to a camping-friendly state, especially if you are from a non-fr",8,0,"Quincy, California"
https://www.instagram.com/p/CredmtgKQYm/,_vova.ze_,".
.
. 
#volodymyrzelensky #volodymyrzelenskiy #zelensky #zelenskiy #zelenskyy #president #ukraine #instagood #photooftheday #володимирзеленський #україна #украина #slavaukraini #СлаваУкраїні #helpukraine #kyiv #київ #glorytoukraine #likesforlikes #followukraine #followforfollowback #trend #слуганарода #зеленський #95квартал #armukrainenow #ukrainewar #standwithukraine #zelensky_official",84,3,None
https://www.instagram.com/p/CreddJiKQFw/,_vova.ze_,".
.
. 
#volodymyrzelensky #volodymyrzelenskiy #zelensky #zelenskiy #zelenskyy #president #ukraine #instagood #photooftheday #володимирзеленський #україна #украина #slavaukraini #СлаваУкраїні #helpukraine #kyiv #київ #glorytoukraine #likesforlikes #followukraine #followforfollowback #trend #слуганарода #зеленський #95квартал #armukrainenow #ukrainewar #standwithukraine #zelensky_official",111,4,None
https://www.instagram.com/p/CredjL5q2dy/,_vova.ze_,".
.
. 
#volodymyrzelensky #volodymyrzelenskiy #zelensky #zelenskiy #zelenskyy #president #ukraine #instagood #photooftheday #володимирзеленський #україна #украина #slavaukraini #СлаваУкраїні #helpukraine #kyiv #київ #glorytoukraine #likesforlikes #followukraine #followforfollowback #trend #слуганарода #зеленський #95квартал #armukrainenow #ukrainewar #standwithukraine #zelensky_official",91,4,None
https://www.instagram.com/p/CreYEjkvaxO/,loulimarun,"#loulimarun #runbrasil #runleme #copacabana #ipamena #uhu #runrio #maratonadorio #frostythedog #otsosport #slavaukraini #laufen #running #marathon #throwbacktuesday ja ich weiß, throwbacktuesday, aber der Lauf war so gut mit #filaracercarbon bester halbmarathonschuh zum unschlagbaren Preis 🥇 endlich mal wieder 5k sub 20 gelaufen 🏃🏼‍♂️🚀",17,1,"Leme, Rio de Janeiro"
https://www.instagram.com/p/CreWhzioKuy/,ennio.ferlito,"25 aprile, la delegazione di +Europa Milano al corteo per celebrare la Liberazione e sostenere le Resistenze dei giorni nostri! ✊🇮🇹🇪🇺🇺🇦🌹
.
.
.
.
.
#politica #europa #resistenza #antifascismo #25aprile #slavaukraini #donnavitalibertà",88,0,None
https://www.instagram.com/p/CreUOVXLVB1/,zelensky.land,"🫡

.
.
.
.
.
#zelenskiy #zelenskyy #zelenskiy_official #zelensky #zelenski #volodimirzelenski #volodymyrzelensky #volodymyrzelenskyy #presidentzelenskyy #presidentzelenskiy #presidentzelensky #kvartal95 #kiev #ukraina #ukraine #slavaukraini #glorytoukraine #зеленский #зеленський #зеленскийпрезидент #зеленскийвладимир #вовазеленский #владимирзеленский #володимирзеленський #президент #президентукраины #славаукраїні #украина #україна #киев",83,5,None
https://www.instagram.com/p/CreTne8vT0c/,anasazonov,"What a day!! I had the opportunity to represent @ukrpatriotorg at the Ukraine Action Summit to share the importance of investing in Ukraine and that Ukraine's victory is our, the free world’s, victory. 💙💛🇺🇦

I also tried to have some fun even between meetings 😜

Fun times at the Hill.

#slavaukraini #capitalhill #southcarolina #politics #dcpolitics #goverment #makechange #standwithukraine #ukrainian #ukraine",113,13,Capitol Hill
https://www.instagram.com/p/CreTf8QreO-/,mstor_street,"I met this young #fascinatingwoman on a trip downtown Oslo almost a week ago. I found her very interesting on how she behaved and how she was dressed. And I also liked that she had no objection to be photographed 😘
.
#canitakeyourpicture #strangerportrait #candidportrait #candidstreet #streetportrait #lenscultureportrait #faces_of_streets #peopleonthestreet #loveoslo #oslove #visitnorway #lensculturestreets #streetphotography #moment #street_people
#StandWithUkraine #slavaukraini #Woman_Life_Freedom
#portrettavenfremmed #gateportrett #tilfeldigmøte
#oslokameraklubb #fotodotno #streetportraitureglobal #oslobilder
#canoneosr6 #canonrf24_240",21,0,None
https://www.instagram.com/p/CrePyEqM3Cx/,lorenzo_ceva_valla,"Il 25 aprile, oggi, è anche la festa di ucraini e iraniani! 

Quest’anno è stata una marcia tutto sommato tranquilla, anche se qualche solito contestatore ha provato ad attaccare briga: una bandiera della NATO è stata strappata, così come successo ieri a Torino. Ma il nostro obiettivo è che il 25 aprile torni a essere una festa inclusiva, che rappresenti non solo tutti gli italiani, ma anche tutti i popoli che hanno partecipato alla Liberazione e che si sentono democratici. E, quindi, che siano benvenute le bandiere della NATO, che ci ha regalato 70 anni di pace, quelle degli Stati Uniti, di cui ospitiamo le lapidi di 90 mila soldati morti per noi, dei cattolici, dei liberali, dei repubblicani, ma anche di Taiwan, di Cuba, di Hong Kong, e di tutti quei paesi che subiscono gli orrori di una dittatura.

Onorare le nuove forme di Resistenza è il modo migliore per onorare i nostri antenati, e far sì che il loro coraggio e il loro esempio resti vivo nella Storia di oggi e di domani, e non si trasformi in un passato sempre più lontano, sempre più sbiadito, sempre più vuoto.

W il 25 aprile, w la Resistenza ucraina, w la Rivoluzione iraniana!

#25aprile #Ucraina #ucrainawar #SlavaUkraini #slavaevropi #standwithukriane #freeiran #iranrevolution #donnavitaliberta UaMi Eumans",83,0,Mediolan
https://www.instagram.com/p/CrePUHxMo7M/,lorenzo_ceva_valla,"Il 25 aprile, oggi, è anche la festa di ucraini e iraniani! 

Quest’anno è stata una marcia tutto sommato tranquilla, anche se qualche solito contestatore ha provato ad attaccare briga: una bandiera della NATO è stata strappata, così come successo ieri a Torino. Ma il nostro obiettivo è che il 25 aprile torni a essere una festa inclusiva, che rappresenti non solo tutti gli italiani, ma anche tutti i popoli che hanno partecipato alla Liberazione e che si sentono democratici. E, quindi, che siano benvenute le bandiere della NATO, che ci ha regalato 70 anni di pace, quelle degli Stati Uniti, di cui ospitiamo le lapidi di 90 mila soldati morti per noi, dei cattolici, dei liberali, dei repubblicani, ma anche di Taiwan, di Cuba, di Hong Kong, e di tutti quei paesi che subiscono gli orrori di una dittatura.

Onorare le nuove forme di Resistenza è il modo migliore per onorare i nostri antenati, e far sì che il loro coraggio e il loro esempio resti vivo nella Storia di oggi e di domani, e non si trasformi in un passato sempre più lontano, sempre più sbiadito, sempre più vuoto.

W il 25 aprile, w la Resistenza ucraina, w la Rivoluzione iraniana!

#25aprile #Ucraina #ucrainawar #SlavaUkraini #slavaevropi #standwithukriane #freeiran #iranrevolution #donnavitaliberta UaMi Eumans",115,0,Mediolan
https://www.instagram.com/p/CrePBAmMu-I/,lorenzo_ceva_valla,"Il 25 aprile, oggi, è anche la festa di ucraini e iraniani! 

Quest’anno è stata una marcia tutto sommato tranquilla, anche se qualche solito contestatore ha provato ad attaccare briga: una bandiera della NATO è stata strappata, così come successo ieri a Torino. Ma il nostro obiettivo è che il 25 aprile torni a essere una festa inclusiva, che rappresenti non solo tutti gli italiani, ma anche tutti i popoli che hanno partecipato alla Liberazione e che si sentono democratici. E, quindi, che siano benvenute le bandiere della NATO, che ci ha regalato 70 anni di pace, quelle degli Stati Uniti, di cui ospitiamo le lapidi di 90 mila soldati morti per noi, dei cattolici, dei liberali, dei repubblicani, ma anche di Taiwan, di Cuba, di Hong Kong, e di tutti quei paesi che subiscono gli orrori di una dittatura.

Onorare le nuove forme di Resistenza è il modo migliore per onorare i nostri antenati, e far sì che il loro coraggio e il loro esempio resti vivo nella Storia di oggi e di domani, e non si trasformi in un passato sempre più lontano, sempre più sbiadito, sempre più vuoto.

W il 25 aprile, w la Resistenza ucraina, w la Rivoluzione iraniana!

#25aprile #Ucraina #ucrainawar #SlavaUkraini #slavaevropi #standwithukriane #freeiran #iranrevolution #donnavitaliberta UaMi Eumans",97,2,Mediolan
https://www.instagram.com/p/CreO3A0skca/,lorenzo_ceva_valla,"Il 25 aprile, oggi, è anche la festa di ucraini e iraniani! 

Quest’anno è stata una marcia tutto sommato tranquilla, anche se qualche solito contestatore ha provato ad attaccare briga: una bandiera della NATO è stata strappata, così come successo ieri a Torino. Ma il nostro obiettivo è che il 25 aprile torni a essere una festa inclusiva, che rappresenti non solo tutti gli italiani, ma anche tutti i popoli che hanno partecipato alla Liberazione e che si sentono democratici. E, quindi, che siano benvenute le bandiere della NATO, che ci ha regalato 70 anni di pace, quelle degli Stati Uniti, di cui ospitiamo le lapidi di 90 mila soldati morti per noi, dei cattolici, dei liberali, dei repubblicani, ma anche di Taiwan, di Cuba, di Hong Kong, e di tutti quei paesi che subiscono gli orrori di una dittatura.

Onorare le nuove forme di Resistenza è il modo migliore per onorare i nostri antenati, e far sì che il loro coraggio e il loro esempio resti vivo nella Storia di oggi e di domani, e non si trasformi in un passato sempre più lontano, sempre più sbiadito, sempre più vuoto.

W il 25 aprile, w la Resistenza ucraina, w la Rivoluzione iraniana!

#25aprile #Ucraina #ucrainawar #SlavaUkraini #slavaevropi #standwithukriane #freeiran #iranrevolution #donnavitaliberta",79,2,Mediolan
https://www.instagram.com/p/CreOoT5MihE/,lorenzo_ceva_valla,"Il 25 aprile, oggi, è anche la festa di ucraini e iraniani! 

Quest’anno è stata una marcia tutto sommato tranquilla, anche se qualche solito contestatore ha provato ad attaccare briga: una bandiera della NATO è stata strappata, così come successo ieri a Torino. Ma il nostro obiettivo è che il 25 aprile torni a essere una festa inclusiva, che rappresenti non solo tutti gli italiani, ma anche tutti i popoli che hanno partecipato alla Liberazione e che si sentono democratici. E, quindi, che siano benvenute le bandiere della NATO, che ci ha regalato 70 anni di pace, quelle degli Stati Uniti, di cui ospitiamo le lapidi di 90 mila soldati morti per noi, dei cattolici, dei liberali, dei repubblicani, ma anche di Taiwan, di Cuba, di Hong Kong, e di tutti quei paesi che subiscono gli orrori di una dittatura.

Onorare le nuove forme di Resistenza è il modo migliore per onorare i nostri antenati, e far sì che il loro coraggio e il loro esempio resti vivo nella Storia di oggi e di domani, e non si trasformi in un passato sempre più lontano, sempre più sbiadito, sempre più vuoto.

W il 25 aprile, w la Resistenza ucraina, w la Rivoluzione iraniana!

#25aprile #Ucraina #ucrainawar #SlavaUkraini #slavaevropi #standwithukriane #freeiran #iranrevolution #donnavitaliberta",156,5,Mediolan
https://www.instagram.com/p/CreMhDktn8d/,partisansabotagem,"Em 1854_55, Lev Tolstoi esteve na defesa de Sebastopol, que viria a cair e levar ao fim da guerra da Crimeia...
Uma leitura para os tempos que correm, afirmação assente na constatação de vários pontos de vista...
Mas sem dúvidas... Slava ukraini! 

#levtolstoy #levtolstoi #crônicasdesebastopol #literaturaclassica #guerra #literaturadeguerra #guerraepaz #classicbooks #crimea #crimeia #warbooks #slavaukraini #heroemslava #ucranialivre #stopthewar #ukraine #independentukraine",2,0,None
https://www.instagram.com/p/CreKN3KIXKe/,insucoro86,"April the 25th. 
Anniversary of italian liberation from fascism. I wish for liberation of Ukraine from russian fascists 🤞🏼 #slavaukraini #25aprile",395,4,None
https://www.instagram.com/p/CreHCFptAxw/,sinding.dk,"Here is another #moc i have done recently, this one as a commentary to the atrocity going on in eastern Europe! My sympathies is with the defender, and my hopes are they will be able to stop the bloodshed soon! #slavaukraini 

#lego
#drone
#sentry
#mech
#robot
#2023
#instalego
#scifi 
#makelovenotwar 
#legoart
#figure
#model
#fantasy
#fantasyart

#klodsfest2023
#klodsfestvoel
#byggepladen",22,3,None
https://www.instagram.com/p/CreGoIpoSpQ/,r.a.yz,#wallart #amsterdam #ndsmstreetart #ndsm #streetartamsterdam #streetart #ukraine #slavaukraini,10,1,NDSM
https://www.instagram.com/p/CreFAWzoLO1/,lovefurkidsandflowers,#postcardfromukraine #raisingfundsforukraine #purchasewithpurpose #victoryforukraine #slavaukraini #ukraine,3,0,None
https://www.instagram.com/p/CreE4RbMAUi/,luciogalluzzi,"#SarahAshtonCirillo
💙💛 #SlavaUkraini 🇺🇦",0,0,None
https://www.instagram.com/p/CreDMaDB_Od/,lilyeva123,from our friends visiting Kiev who are beautiful people and have a beautiful country  #slavaukraini,13,0,None
https://www.instagram.com/p/CreCCjBNWiE/,dianaseverati,"I Membri Individuali ALDE italiani hanno partecipato alle varie manifestazioni per il 25 Aprile in giro per l'Italia e in particolare a quella a Roma a piazza del Pantheon e al tradizionale corteo a Milano.

Il 25 aprile per troppo tempo è stata una ricorrenza associata esclusivamente o quasi alla resistenza di matrice comunista, ignorando che il movimento partigiano aveva diverse anime a cominciare da quella azionista e quella cattolica.
Il 25 aprile è la festa della liberazione dal nazifascismo e oggi è l'occasione per manifestare per la liberazione dell'Ucraina dal regime Putin.
È la festa della libertà. È la festa di chi si oppone ai regimi autoritari e crede nei valori liberaldemocratici, nella tutela dei diritti, nella non discriminazione che ALDE ed i suoi iscritti individuali e partiti membri incarnano.

#25aprile #slavaukraini

@piueuropa @piueuropacittadiroma @aldeparty",7,2,None
https://www.instagram.com/p/CreBBYgJvtF/,maurovorraber,"Bakhmut se ha convertido en la frontera final para el PMC Wagner

Al tratar de capturar a Bakhmut, los invasores rusos perdieron decenas de miles de soldados.

Los ""wagneritas"" ya no pueden llevar a cabo misiones de combate de forma independiente, por lo tanto, se utilizan cada vez más como unidades aerotransportadas, fuerzas especiales, - dijo Sergei Cherevaty, representante del Grupo de Fuerzas del Este de las Fuerzas Armadas de Ucrania.

👉 El Coronel General Alexander Syrsky, Comandante del Grupo Oriental de las Fuerzas Armadas de Ucrania, explicó que la defensa de Bakhmut es conveniente por varias razones:

👉🏻 La ciudad es un importante centro de defensa,
👉🏻 Bakhmut es una fortaleza natural bien ubicada, que está rodeada de ríos y colinas,
👉🏻 Mantener la ciudad excluye el acceso del enemigo al flanco y la retaguardia de las Fuerzas Armadas de Ucrania.

#Stopputin #fckputin #russiaterroriststate #terrorussia #fcklukashenko #putingohome #blacklistrussia #fckmaduro #fckxijinping #NOautocracy #stopputininvasion #supportukraine #Save_Mariupol #buchamassacre #slavaukraini #ukraine #latamconucrania #AguantaUcrania",1,0,"Bakhmut, Donets'Ka Oblast', Ukraine"
https://www.instagram.com/p/CrbfZMPoqNP/,streuner__,"This photo was taken in front of the Berlin Bundestag, the day of the demo for Ukraine that took place on the 27th of February 2022 right after the beginning of the war in East Europe. That day almost 100.000 people marched in the streets of Berlin to give their support to Ukrainian people.
The red tones and the peaceful atmosphere in the photo, were for me, a symbol of that day, dense with anger against the Russian dictator, love and empathy for the people of Ukraine // Berlin, Feb 2022
.
.
.
.
.
#slavaukraini #portra800 #35mm #rollei35SE #sonnar40mm #photography #film #berlindemo #colorfilm #sweep_the_streets #berlinstreetphoto #documentaryphotography #analogphotography #hcscwebsite #streetphotography #Kodakfilm #Kodakprofessional #streetsmoments #filmphotography #kodak #leica #berlinphoto #life_is_street #leicashooters #shootfilmmag #lensfilmmag #analogshooters #thefilmcommunity #apfmagazine #streuner__",93,8,None
https://www.instagram.com/p/CreAMxrL10v/,maurovorraber,"⚠️☣️Un laboratorio que contiene patógenos de sarampión y cólera fue incautado en la capital de Sudán☣️⚠️

Los técnicos especialistas no pueden llegar allí, por lo que el representante de la OMS en el país declaró sobre los ""riesgos de peligro biológico"". Actualmente se desconoce quién se apoderó exactamente del laboratorio, el ejército o los combatientes de la Fuerza de Reacción Rápida.

#Stopputin #fckputin #russiaterroriststate #terrorussia #fcklukashenko #putingohome #blacklistrussia #fckmaduro #fckxijinping #NOautocracy #stopputininvasion #supportukraine #Save_Mariupol #buchamassacre #slavaukraini #ukraine #latamconucrania #AguantaUcrania",1,0,Sudan
https://www.instagram.com/p/Crd_3r0OlaC/,shardcom,"No. 1540 (""Laughing in the face of love"")

Well, I was standing at the corner when I heard it on the radio.
The newsman told the people, ""Four minutes to go!""
He said you don't have to worry but you better run for cover fast
Because the reds are a-coming and they're looking for you to blast.

...

Well, everybody was screaming as we ran to the shelter zone.
I heard a man cry, ""Lord above, save my soul!""
I saw a mother and her baby crash down on the ground,
And a priest was dying to be saved from the death of clowns.

I thought I was going insane,
I thought I was going insane!
There's only four minutes left of oxygen to my brain.

Nightmare Zero hit the town,
Nightmare Zero mushroom cloud.
We're laughing in the face of love.
Soon they'll be nothing above.
Pretty baby walkin', pretty baby talkin' ...
Pretty soon they gonna be dead.

-- from The Motors, ""Nightmare Zero"", TENEMENT STEPS

DAY 426 (YEAR 2 DAY 61)
 
 
 
An incoming missile still does damage, nuclear or not.
.
..
...
___________________________________
#abstractphotography #abstractart #abstractphoto #abstractphotoart #icm #icmphotography #motionblur #icmpainting #StandWithUkraine #ArtForUkraine #blueyellowart #СлаваУкраїні #SlavaUkraini #ВсебудеУкраїна #TheMotors #TenementSteps #NightmareZero",27,1,None
https://www.instagram.com/p/Crd_Wd3scyC/,leon7westhi,Har lige fået den fedeste T-shirt i dag 💪 1000 tak Elena Sh #standwithukraine #UkrianeWillWin #SlavaUkraini,8,0,None
https://www.instagram.com/p/Crd_G-mN7qJ/,justonepictureplease,"🌱
„There's a voice that cries out in the silence 
Searching for a heart that will love Him”

http://www.arunasgricius.com

#sj_portrait21
#headspace
#f22bestphoto⠀
#fantasticportrait @fantasticportrait⠀
#Headspacemag⠀
#dreamermagazine
#broadmag⠀
#melonmag⠀
#photocinematica⠀
#nowherediary⠀
#tendermag⠀
#espiritmag⠀
#ourmag⠀
#lithuania🇱🇹 ⠀
#lissommagazine⠀
#northwindmag⠀#lexarportraitcontest 
#thegalleryoflight⠀#moodandcharacter #thesincerestoryteller #timetobehave #magasin_no #thebloomforum #hellenemagazine #gricius @timetobehave @jj_blackwhite @badass_bnw @_dark_infinity_ @badass_bnw @natgeoyourshot @#lexarportraitcontest #queerartist #slavaukraini  #emotionalportrait #ukraina🇺🇦 #lietuva🇱🇹",50,2,None
https://www.instagram.com/p/Crd9vpUN76x/,bengal_tyra,"Lap tabby. ❤

#tabbytuesday
#tabby #tabbycat",102,20,Sztokholm
https://www.instagram.com/p/Crd9KAeI-Ii/,anitahelenolsen,#gettingreadytostream #game #stream #fallout4 #bethesda #ps5 #hardmode #nocompanions #nopwerarmour #womangamers #girlgamers #smalltimestreamers #diormakeup #depression #anxiety #letsgame #slavaukraini #slavaukraine,4,4,None
https://www.instagram.com/p/Crd8ZLlI6TA/,fra78mi,Ieri oggi e domani #resistenza #milano #25aprile #slavaukraini,21,2,Mediolan
https://www.instagram.com/p/Crd8QQjJVNX/,krivokonart,"🇺🇦💙💛🇺🇦
#ukraine #watercolorart #illustration #painting #малююкожендень #painting #art #artwork #sketch #sketchbook #sketching #watercolorpainting #ukrainianculture #ukrainianart #ukrainians#україна #українці #малюнок #картина #акварель #sketch #watercolor #slavaukraini #ukrainianculture#ukrainianart #standwithukraine #малююкожендень #painting #art #artwork #sketch #sketchbook #sketching #supportukraine #українка #вінок #весна #намисто #вишиванка #народнийодяг #українськавишивка",19,1,None
https://www.instagram.com/p/Crd77JMM0VB/,alice_depetro,"Per il 25 aprile sarei voluta scendere in piazza anche io per conto di @piueuropa_cn e partecipare alla fiaccolata di #albacn ma purtroppo la salute non mi ha assistito.
Un grande grazie a @jackprandi che con @azione.alba ha riconosciuto il valore della resistenza partigiana, senza piegarlo ai rigidi confini nazionali. La bandiera ucraina, oggi, è il simbolo di lotta all'invasore!
🇺🇦🇮🇹
#slavaukraini 
#25aprile
#resistenza",40,1,None
https://www.instagram.com/p/Crd7tnKMiHO/,fclivcomfort,"📷ФОТОЗВІТ МАТЧУ 2 ТУРУ
FC LIV-COMFORT vs AFC ATLETICO KYIV
⚫🟡⚫🟡⚫🟡⚫🟡⚫🟡⚫🟡⚫
| R-CUP #STOPTHEWAR
AUTUMN’22
(@r_cup_rejo)
ВИЩА ЛІГА
#STOPTHEWAR
🟡#slavaukraini
⚫#slavazsu",3,0,None
https://www.instagram.com/p/Crd7cSxMuyH/,fclivcomfort,"📷ФОТОЗВІТ МАТЧУ 2 ТУРУ
FC LIV-COMFORT vs AFC ATLETICO KYIV
⚫🟡⚫🟡⚫🟡⚫🟡⚫🟡⚫🟡⚫
| R-CUP #STOPTHEWAR
AUTUMN’22
(@r_cup_rejo)
ВИЩА ЛІГА
#STOPTHEWAR
🟡#slavaukraini
⚫#slavazsu",2,0,None
https://www.instagram.com/p/Crd7necsmOP/,fclivcomfort,"📷ФОТОЗВІТ МАТЧУ 2 ТУРУ
FC LIV-COMFORT vs AFC ATLETICO KYIV
⚫🟡⚫🟡⚫🟡⚫🟡⚫🟡⚫🟡⚫
| R-CUP #STOPTHEWAR
AUTUMN’22
(@r_cup_rejo)
ВИЩА ЛІГА
#STOPTHEWAR
🟡#slavaukraini
⚫#slavazsu",3,0,None
https://www.instagram.com/p/Crd7gqCsmUQ/,fclivcomfort,"📷ФОТОЗВІТ МАТЧУ 2 ТУРУ
FC LIV-COMFORT vs AFC ATLETICO KYIV
⚫🟡⚫🟡⚫🟡⚫🟡⚫🟡⚫🟡⚫
| R-CUP #STOPTHEWAR
AUTUMN’22
(@r_cup_rejo)
ВИЩА ЛІГА
#STOPTHEWAR
🟡#slavaukraini
⚫#slavazsu",1,0,None
https://www.instagram.com/p/Crd7rlrsjGW/,fclivcomfort,"📷ФОТОЗВІТ МАТЧУ 2 ТУРУ
FC LIV-COMFORT vs AFC ATLETICO KYIV
⚫🟡⚫🟡⚫🟡⚫🟡⚫🟡⚫🟡⚫
| R-CUP #STOPTHEWAR
AUTUMN’22
(@r_cup_rejo)
ВИЩА ЛІГА
#STOPTHEWAR
🟡#slavaukraini
⚫#slavazsu",2,0,None
https://www.instagram.com/p/Crd7pglsUY0/,fclivcomfort,"📷ФОТОЗВІТ МАТЧУ 2 ТУРУ
FC LIV-COMFORT vs AFC ATLETICO KYIV
⚫🟡⚫🟡⚫🟡⚫🟡⚫🟡⚫🟡⚫
| R-CUP #STOPTHEWAR
AUTUMN’22
(@r_cup_rejo)
ВИЩА ЛІГА
#STOPTHEWAR
🟡#slavaukraini
⚫#slavazsu",3,0,None
https://www.instagram.com/p/Crd7eoys5dT/,fclivcomfort,"📷ФОТОЗВІТ МАТЧУ 2 ТУРУ
FC LIV-COMFORT vs AFC ATLETICO KYIV
⚫🟡⚫🟡⚫🟡⚫🟡⚫🟡⚫🟡⚫
| R-CUP #STOPTHEWAR
AUTUMN’22
(@r_cup_rejo)
ВИЩА ЛІГА
#STOPTHEWAR
🟡#slavaukraini
⚫#slavazsu",2,0,None
https://www.instagram.com/p/Crd7kxVsRL0/,fclivcomfort,"📷ФОТОЗВІТ МАТЧУ 2 ТУРУ
FC LIV-COMFORT vs AFC ATLETICO KYIV
⚫🟡⚫🟡⚫🟡⚫🟡⚫🟡⚫🟡⚫
| R-CUP #STOPTHEWAR
AUTUMN’22
(@r_cup_rejo)
ВИЩА ЛІГА
#STOPTHEWAR
🟡#slavaukraini
⚫#slavazsu",0,0,None
https://www.instagram.com/p/Crd7irrMEx1/,fclivcomfort,"📷ФОТОЗВІТ МАТЧУ 2 ТУРУ
FC LIV-COMFORT vs AFC ATLETICO KYIV
⚫🟡⚫🟡⚫🟡⚫🟡⚫🟡⚫🟡⚫
| R-CUP #STOPTHEWAR
AUTUMN’22
(@r_cup_rejo)
ВИЩА ЛІГА
#STOPTHEWAR
🟡#slavaukraini
⚫#slavazsu",1,0,None
https://www.instagram.com/p/Crd7aF5seWR/,fclivcomfort,"📷ФОТОЗВІТ МАТЧУ 2 ТУРУ
FC LIV-COMFORT vs AFC ATLETICO KYIV
⚫🟡⚫🟡⚫🟡⚫🟡⚫🟡⚫🟡⚫
| R-CUP #STOPTHEWAR
AUTUMN’22
(@r_cup_rejo)
ВИЩА ЛІГА
#STOPTHEWAR
🟡#slavaukraini
⚫#slavazsu",5,0,None
